,Title,FullPath,NumPages,DocumentInfo,ProcessingTime,ProcessingTimeOCR,ProcessingTimeOCR(ms)
44,C - Atrium II - Initiation.pdf,../../38. Rosicrucian/C - Atrium II - Initiation.pdf,16.0,"{'format': 'PDF 1.7', 'title': 'rf008-1.p65', 'author': 'margaret', 'subject': '', 'keywords': '', 'creator': 'PageMaker 6.5', 'producer': 'Acrobat Distiller 4.0 for Windows', 'creationDate': 'D:20010608115521Z', 'modDate': ""D:20200608144651+01'00'"", 'trapped': '', 'encryption': 'Standard V4 R4 128-bit AES'}",2021-06-02 13:04:46,,0 days 00:00:42.156798
45,C - Atrium II - No. 01.pdf,../../38. Rosicrucian/C - Atrium II - No. 01.pdf,16.0,"{'format': 'PDF 1.7', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Adobe InDesign CS4 (6.0)', 'producer': 'Adobe PDF Library 9.0', 'creationDate': 'D:20200323145811Z', 'modDate': ""D:20200608144652+01'00'"", 'trapped': '', 'encryption': 'Standard V4 R4 128-bit AES'}",2021-06-02 13:05:28,,0 days 00:00:45.367688
46,C - Atrium II - No. 02.pdf,../../38. Rosicrucian/C - Atrium II - No. 02.pdf,12.0,"{'format': 'PDF 1.7', 'title': 'rf008-3.p65', 'author': 'margaret', 'subject': '', 'keywords': '', 'creator': 'PageMaker 6.5', 'producer': 'Acrobat Distiller 4.0 for Windows', 'creationDate': 'D:20010608120426Z', 'modDate': ""D:20200608144652+01'00'"", 'trapped': '', 'encryption': 'Standard V4 R4 128-bit AES'}",2021-06-02 13:06:14,,0 days 00:00:33.050802
47,C - Atrium II - No. 03.pdf,../../38. Rosicrucian/C - Atrium II - No. 03.pdf,16.0,"{'format': 'PDF 1.7', 'title': 'rf008-4.p65', 'author': 'margaret', 'subject': '', 'keywords': '', 'creator': 'PageMaker 6.5', 'producer': 'Acrobat Distiller 4.0 for Windows', 'creationDate': 'D:20010608120940Z', 'modDate': ""D:20200608144653+01'00'"", 'trapped': '', 'encryption': 'Standard V4 R4 128-bit AES'}",2021-06-02 13:06:47,,0 days 00:00:39.565083
48,C - Atrium II - No. 04.pdf,../../38. Rosicrucian/C - Atrium II - No. 04.pdf,12.0,"{'format': 'PDF 1.7', 'title': 'rf009-1.p65', 'author': 'margaret', 'subject': '', 'keywords': '', 'creator': 'PageMaker 6.5', 'producer': 'Acrobat Distiller 4.0 for Windows', 'creationDate': 'D:20011209093410Z', 'modDate': ""D:20200608144653+01'00'"", 'trapped': '', 'encryption': 'Standard V4 R4 128-bit AES'}",2021-06-02 13:07:26,,0 days 00:00:32.669993
49,C - Atrium II - No. 05.pdf,../../38. Rosicrucian/C - Atrium II - No. 05.pdf,12.0,"{'format': 'PDF 1.7', 'title': 'rf009-2.p65', 'author': 'margaret', 'subject': '', 'keywords': '', 'creator': 'PageMaker 6.5', 'producer': 'Acrobat Distiller 4.0 for Windows', 'creationDate': 'D:20011207112729Z', 'modDate': ""D:20200608144653+01'00'"", 'trapped': '', 'encryption': 'Standard V4 R4 128-bit AES'}",2021-06-02 13:07:59,,0 days 00:00:32.843266
50,C - Atrium II - No. 06.pdf,../../38. Rosicrucian/C - Atrium II - No. 06.pdf,12.0,"{'format': 'PDF 1.7', 'title': 'rf009-3.p65', 'author': 'margaret', 'subject': '', 'keywords': '', 'creator': 'PageMaker 6.5', 'producer': 'Acrobat Distiller 4.0 for Windows', 'creationDate': 'D:20011207112803Z', 'modDate': ""D:20200608144654+01'00'"", 'trapped': '', 'encryption': 'Standard V4 R4 128-bit AES'}",2021-06-02 13:08:32,,0 days 00:00:32.258199
51,C - Atrium II - No. 07.pdf,../../38. Rosicrucian/C - Atrium II - No. 07.pdf,12.0,"{'format': 'PDF 1.7', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Adobe InDesign CS4 (6.0)', 'producer': 'Adobe PDF Library 9.0', 'creationDate': 'D:20141222144936Z', 'modDate': ""D:20200608144655+01'00'"", 'trapped': '', 'encryption': 'Standard V4 R4 128-bit AES'}",2021-06-02 13:09:04,,0 days 00:00:34.989642
52,C - Atrium II - No. 08.pdf,../../38. Rosicrucian/C - Atrium II - No. 08.pdf,12.0,"{'format': 'PDF 1.7', 'title': 'rf010-1.PMD', 'author': 'Administrator', 'subject': '', 'keywords': '', 'creator': 'PageMaker 7.0', 'producer': 'Acrobat Distiller 5.0.5 (Windows)', 'creationDate': 'D:20020529114041Z', 'modDate': ""D:20200608144655+01'00'"", 'trapped': '', 'encryption': 'Standard V4 R4 128-bit AES'}",2021-06-02 13:09:39,,0 days 00:00:32.117583
53,C - Atrium II - No. 09.pdf,../../38. Rosicrucian/C - Atrium II - No. 09.pdf,12.0,"{'format': 'PDF 1.7', 'title': 'rf010-2.PMD', 'author': 'Administrator', 'subject': '', 'keywords': '', 'creator': 'PageMaker 7.0', 'producer': 'Acrobat Distiller 5.0.5 (Windows)', 'creationDate': 'D:20020529115055Z', 'modDate': ""D:20200608144656+01'00'"", 'trapped': '', 'encryption': 'Standard V4 R4 128-bit AES'}",2021-06-02 13:10:12,,0 days 00:00:30.558238
54,C - Atrium II - No. 10.pdf,../../38. Rosicrucian/C - Atrium II - No. 10.pdf,12.0,"{'format': 'PDF 1.7', 'title': 'rf010-3.PMD', 'author': 'Administrator', 'subject': '', 'keywords': '', 'creator': 'PageMaker 7.0', 'producer': 'Acrobat Distiller 5.0.5 (Windows)', 'creationDate': 'D:20020529115101Z', 'modDate': ""D:20200608144656+01'00'"", 'trapped': '', 'encryption': 'Standard V4 R4 128-bit AES'}",2021-06-02 13:10:42,,0 days 00:00:30.682758
55,C - Atrium II - No. 11.pdf,../../38. Rosicrucian/C - Atrium II - No. 11.pdf,12.0,"{'format': 'PDF 1.7', 'title': 'rf010-4.PMD', 'author': 'Administrator', 'subject': '', 'keywords': '', 'creator': 'PageMaker 7.0', 'producer': 'Acrobat Distiller 5.0.5 (Windows)', 'creationDate': 'D:20020529115107Z', 'modDate': ""D:20200608144657+01'00'"", 'trapped': '', 'encryption': 'Standard V4 R4 128-bit AES'}",2021-06-02 13:11:13,,0 days 00:00:30.128328
56,Cosmic Law Fulfills.pdf,../../38. Rosicrucian/Cosmic Law Fulfills.pdf,2.0,"{'format': 'PDF 1.6', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Adobe InDesign CS4 (6.0)', 'producer': 'Adobe PDF Library 9.0', 'creationDate': 'D:20180226094602Z', 'modDate': ""D:20200608144636+01'00'"", 'trapped': '', 'encryption': 'Standard V4 R4 128-bit AES'}",2021-06-02 13:11:43,,0 days 00:00:01.737085
57,Introduction to the Teachings.pdf,../../38. Rosicrucian/Introduction to the Teachings.pdf,8.0,"{'format': 'PDF 1.6', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Adobe InDesign CS4 (6.0)', 'producer': 'Adobe PDF Library 9.0', 'creationDate': ""D:20200401154132+01'00'"", 'modDate': ""D:20200608144634+01'00'"", 'trapped': '', 'encryption': 'Standard V4 R4 128-bit AES'}",2021-06-02 13:11:45,,0 days 00:00:21.554409
58,Liber 777.pdf,../../38. Rosicrucian/Liber 777.pdf,16.0,"{'format': 'PDF 1.6', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Adobe InDesign CS4 (6.0)', 'producer': 'Adobe PDF Library 9.0', 'creationDate': 'D:20160208155544Z', 'modDate': ""D:20200608144635+01'00'"", 'trapped': '', 'encryption': 'Standard V4 R4 128-bit AES'}",2021-06-02 13:12:07,,0 days 00:00:39.300514
59,Liber 888.pdf,../../38. Rosicrucian/Liber 888.pdf,20.0,"{'format': 'PDF 1.6', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Adobe InDesign CS4 (6.0)', 'producer': 'Adobe PDF Library 9.0', 'creationDate': 'D:20160208155830Z', 'modDate': ""D:20200608144635+01'00'"", 'trapped': '', 'encryption': 'Standard V4 R4 128-bit AES'}",2021-06-02 13:12:46,,0 days 00:00:53.833380
60,Manifesto.pdf,../../38. Rosicrucian/Manifesto.pdf,26.0,"{'format': 'PDF 1.6', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Adobe InDesign CS4 (6.0.6)', 'producer': 'Adobe PDF Library 9.0', 'creationDate': 'D:20140123134750Z', 'modDate': ""D:20200608144639+01'00'"", 'trapped': '', 'encryption': 'Standard V4 R4 128-bit AES'}",2021-06-02 13:13:40,,0 days 00:01:19.764908
61,Neophyte Guide 2.pdf,../../38. Rosicrucian/Neophyte Guide 2.pdf,12.0,"{'format': 'PDF 1.6', 'title': 'rf003-4.p65', 'author': 'margaret', 'subject': '', 'keywords': '', 'creator': 'PageMaker 6.5', 'producer': 'Acrobat Distiller 4.0 for Windows', 'creationDate': 'D:20010611142004Z', 'modDate': ""D:20200608144641+01'00'"", 'trapped': '', 'encryption': 'Standard V4 R4 128-bit AES'}",2021-06-02 13:15:00,,0 days 00:00:33.665239
62,Paschal Beverly Randolph A Nineteenth Century Black American Spiritualist Rosicrucian and Sex Magician.pdf,../../38. Rosicrucian/Paschal Beverly Randolph A Nineteenth Century Black American Spiritualist Rosicrucian and Sex Magician.pdf,287.0,"{'format': 'PDF 1.6', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Writer', 'producer': 'OpenOffice.org 2.4', 'creationDate': ""D:20100113000435-05'00'"", 'modDate': ""D:20150207033258-03'00'"", 'trapped': '', 'encryption': None}",2021-06-02 13:15:33,,0 days 00:41:14.510393
63,Rosacrucismo Amorc Rosicrucian Essays anno 1935.pdf,../../38. Rosicrucian/Rosacrucismo Amorc Rosicrucian Essays anno 1935.pdf,21.0,"{'format': 'PDF 1.4', 'title': '', 'author': 'Usuario', 'subject': '', 'keywords': '', 'creator': 'DPE Build 5095', 'producer': 'DPE Build 5095', 'creationDate': '', 'modDate': '', 'trapped': '', 'encryption': None}",2021-06-02 13:56:48,,0 days 00:02:16.906696
64,Rosicrucian Amorc Dana Dean Liber 777.pdf,../../38. Rosicrucian/Rosicrucian Amorc Dana Dean Liber 777.pdf,12.0,"{'format': 'PDF 1.5', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'EPSON Perfection 4870', 'producer': 'Adobe Acrobat 6.0.2 Paper Capture', 'creationDate': ""D:20050630104325-04'00'"", 'modDate': ""D:20070917143915+02'00'"", 'trapped': '', 'encryption': None}",2021-06-02 13:59:05,,0 days 00:01:07.560005
65,Rosicrucian Amorc Folleto The Suprem Sanctum.pdf,../../38. Rosicrucian/Rosicrucian Amorc Folleto The Suprem Sanctum.pdf,23.0,"{'format': 'PDF 1.4', 'title': '', 'author': 'Usuario', 'subject': '', 'keywords': '', 'creator': 'DPE Build 5095', 'producer': 'DPE Build 5095', 'creationDate': '', 'modDate': '', 'trapped': '', 'encryption': None}",2021-06-02 14:00:13,,0 days 00:00:47.960466
66,Rosicrucian Amorc La Guia Cosmica.pdf,../../38. Rosicrucian/Rosicrucian Amorc La Guia Cosmica.pdf,23.0,"{'format': 'PDF 1.4', 'title': '', 'author': 'Usuario', 'subject': '', 'keywords': '', 'creator': 'DPE Build 5095', 'producer': 'DPE Build 5095', 'creationDate': '', 'modDate': '', 'trapped': '', 'encryption': None}",2021-06-02 14:01:01,,0 days 00:01:09.271602
67,Rosicrucian Amorc Manifiesto Positio.pdf,../../38. Rosicrucian/Rosicrucian Amorc Manifiesto Positio.pdf,35.0,"{'format': 'PDF 1.4', 'title': '', 'author': 'Usuario', 'subject': '', 'keywords': '', 'creator': 'DPE Build 5095', 'producer': 'DPE Build 5095', 'creationDate': '', 'modDate': '', 'trapped': '', 'encryption': None}",2021-06-02 14:02:10,,0 days 00:02:28.551881
68,Rosicrucian Amorc Ralph Lewis about Mummies.pdf,../../38. Rosicrucian/Rosicrucian Amorc Ralph Lewis about Mummies.pdf,20.0,"{'format': 'PDF 1.4', 'title': '', 'author': 'Usuario', 'subject': '', 'keywords': '', 'creator': 'DPE Build 5095', 'producer': 'DPE Build 5095', 'creationDate': '', 'modDate': '', 'trapped': '', 'encryption': None}",2021-06-02 14:04:39,,0 days 00:01:16.432001
69,Rosicrucian Amorc Rosicrucian Art of Absent Healing.pdf,../../38. Rosicrucian/Rosicrucian Amorc Rosicrucian Art of Absent Healing.pdf,14.0,"{'format': 'PDF 1.4', 'title': '', 'author': 'Usuario', 'subject': '', 'keywords': '', 'creator': 'DPE Build 5095', 'producer': 'DPE Build 5095', 'creationDate': '', 'modDate': '', 'trapped': '', 'encryption': None}",2021-06-02 14:05:55,,0 days 00:01:40.360206
70,Rosicrucian Cosmo Conception.pdf,../../38. Rosicrucian/Rosicrucian Cosmo Conception.pdf,543.0,"{'format': 'PDF 1.5', 'title': '', 'author': 'Jacob', 'subject': '', 'keywords': '', 'creator': 'Microsoft® Office Word 2007', 'producer': 'Microsoft® Office Word 2007', 'creationDate': 'D:20111026211442', 'modDate': 'D:20111026211442', 'trapped': '', 'encryption': None}",2021-06-02 14:07:36,,0 days 00:41:12.500406
71,Rosicrucian Dictionary Nous.pdf,../../38. Rosicrucian/Rosicrucian Dictionary Nous.pdf,20.0,"{'format': 'PDF 1.4', 'title': 'Full page fax print', 'author': 'Madman', 'subject': '', 'keywords': '', 'creator': 'PScript5.dll Version 5.2.2', 'producer': 'GPL Ghostscript 8.15', 'creationDate': 'D:20081201172401', 'modDate': 'D:20081201172401', 'trapped': '', 'encryption': None}",2021-06-02 14:48:48,,0 days 00:02:30.910188
72,Rosicrucian Manual 1927.pdf,../../38. Rosicrucian/Rosicrucian Manual 1927.pdf,102.0,"{'format': 'PDF 1.5', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': '', 'producer': 'ABBYY FineReader 11', 'creationDate': 'D:16010101000000Z', 'modDate': 'D:16010101000000Z', 'trapped': '', 'encryption': None}",2021-06-02 14:51:19,,0 days 00:13:28.790599
73,Rosicrucian Manual AMORC.pdf,../../38. Rosicrucian/Rosicrucian Manual AMORC.pdf,120.0,"{'format': 'PDF 1.6', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'Adobe Acrobat 7.0', 'producer': 'Adobe Acrobat 7.0 Image Conversion Plug-in', 'creationDate': ""D:20060519124216-07'00'"", 'modDate': ""D:20060519124216-07'00'"", 'trapped': '', 'encryption': None}",2021-06-02 15:04:48,,0 days 00:19:54.254166
74,Rosicrucian Mysteries.pdf,../../38. Rosicrucian/Rosicrucian Mysteries.pdf,192.0,"{'format': 'PDF 1.4', 'title': 'The Rosicrucian Mysteries', 'author': 'Max Heindel', 'subject': 'Esoteric Christianity', 'keywords': 'Rosicrucian Teachings, Max Heindel, Western Wisdom Teachings, Esoteric Christianity', 'creator': 'PDF-XChange Office Addin', 'producer': 'PDF-XChange 4.0.201.0 (Windows XP Home Edition Service Pack 3 (Build 2600))', 'creationDate': ""D:20120220235938-08'00'"", 'modDate': ""D:20120223165344-08'00'"", 'trapped': '', 'encryption': None}",2021-06-02 15:24:43,,0 days 00:08:19.635288
75,Rosicrucian v2.pdf,../../38. Rosicrucian/Rosicrucian v2.pdf,26.0,"{'format': 'PDF 1.6', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': 'EPSON Perfection V33/V330', 'producer': 'Adobe Acrobat 8.14 Paper Capture Plug-in', 'creationDate': 'D:20120304222401Z', 'modDate': ""D:20121007221030-07'00'"", 'trapped': '', 'encryption': None}",2021-06-02 15:33:03,,0 days 00:01:28.604664
76,Rosicrucian.pdf,../../38. Rosicrucian/Rosicrucian.pdf,31.0,"{'format': 'PDF 1.3', 'title': 'The Rosicrucian Manifestos: Fama Fraternitatis and Confessio Fraternitatis', 'author': 'Anonymous', 'subject': 'Rosicrusian', 'keywords': '', 'creator': 'FrameMaker 6.0', 'producer': 'Acrobat Distiller 4.05 for Windows', 'creationDate': 'D:20001014111124', 'modDate': ""D:20001014122557-04'00'"", 'trapped': '', 'encryption': None}",2021-06-02 15:34:31,,0 days 00:02:06.125951
77,"Rosicrucianism, wikipedia.pdf","../../38. Rosicrucian/Rosicrucianism, wikipedia.pdf",10.0,"{'format': 'PDF 1.5', 'title': 'Rosicrucianism', 'author': '', 'subject': '', 'keywords': '', 'creator': 'LaTeX with hyperref package', 'producer': 'xdvipdfmx (0.7.9)', 'creationDate': ""D:20150117103510-00'00'"", 'modDate': '', 'trapped': '', 'encryption': None}",2021-06-02 15:36:37,,0 days 00:01:01.783017
78,Rosicrucians and Alchemists of la Belle Epoque2.pdf,../../38. Rosicrucian/Rosicrucians and Alchemists of la Belle Epoque2.pdf,110.0,"{'format': 'PDF 1.7', 'title': 'Rosicrucians & Alchemists of La Belle Epoque', 'author': 'Steven Ashe', 'subject': '', 'keywords': '', 'creator': '', 'producer': 'iText 2.1.7 by 1T3XT', 'creationDate': ""D:20121017123354-04'00'"", 'modDate': ""D:20150602091641-07'00'"", 'trapped': '', 'encryption': None}",2021-06-02 15:37:39,,0 days 00:02:59.683161
79,Secret_Symbols_of_Rosicrusians_1.pdf,../../38. Rosicrucian/Secret_Symbols_of_Rosicrusians_1.pdf,48.0,"{'format': 'PDF 1.3', 'title': 'Secret Symbols of the Rosicrucians (First Book)', 'author': 'Unknown: translated by George Engelke', 'subject': 'Alchemy, Rosicrucianism, Behemist Christian Mysticism', 'keywords': '', 'creator': 'PScript5.dll Version 5.2', 'producer': 'Acrobat Distiller 6.0.1 (Windows)', 'creationDate': 'D:20040322221027Z', 'modDate': ""D:20040328183350+01'00'"", 'trapped': '', 'encryption': None}",2021-06-02 15:40:39,,0 days 00:06:18.771725
80,Secret_Symbols_of_Rosicrusians_2.pdf,../../38. Rosicrucian/Secret_Symbols_of_Rosicrusians_2.pdf,37.0,"{'format': 'PDF 1.3', 'title': 'Secret Symbols of the Rosicrucians (Second Book)', 'author': 'Unknown; translated by persons unknown for AMORC', 'subject': 'Rosicrucianism, alchemy, Christian mysticism', 'keywords': '', 'creator': '', 'producer': 'Acrobat Distiller 6.0.1 (Windows)', 'creationDate': 'D:20040317002657Z', 'modDate': 'D:20040323190444Z', 'trapped': '', 'encryption': None}",2021-06-02 15:46:58,,0 days 00:05:58.242720
81,The Rosicrucian Fraternity in America Vol II.pdf,../../38. Rosicrucian/The Rosicrucian Fraternity in America Vol II.pdf,966.0,"{'format': 'PDF 1.5', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': '', 'producer': 'ABBYY FineReader 11', 'creationDate': 'D:20130321143112Z', 'modDate': 'D:20130321143112Z', 'trapped': '', 'encryption': None}",2021-06-02 15:52:56,,0 days 01:27:39.914444
82,The Rosicrucian Mysteries.pdf,../../38. Rosicrucian/The Rosicrucian Mysteries.pdf,143.0,"{'format': 'PDF 1.4', 'title': 'The Rosicrucian Mysteries: An Elementary Exposition of their Secret Teachings', 'author': 'Max Heindel', 'subject': '', 'keywords': '', 'creator': 'Forgotten Books Robot', 'producer': 'itext-paulo (lowagie.com)[JDK1.1] - build 132', 'creationDate': 'D:20100218131329Z', 'modDate': 'D:20100218131329Z', 'trapped': '', 'encryption': None}",2021-06-02 17:20:36,,0 days 00:04:50.368460
83,The Rosicrucians Their Rites and Mysteries.pdf,../../38. Rosicrucian/The Rosicrucians Their Rites and Mysteries.pdf,392.0,"{'format': 'PDF 1.5', 'title': 'The Rosicrucians, their rites and mysteries; with chapters on the ancient fire- and serpent-worshipers, and explanations of the mystic symbols represented in the monuments and talismans of the primeval philosophers', 'author': 'Jennings, Hargrave, 1817-1890', 'subject': '', 'keywords': 'http://www.archive.org/details/cu31924025077664', 'creator': 'Digitized by the Internet Archive', 'producer': 'Recoded by LuraDocument PDF v2.28', 'creationDate': 'D:20091102175504Z', 'modDate': ""D:20091102181018Z00'00'"", 'trapped': '', 'encryption': None}",2021-06-02 17:25:27,,0 days 00:16:35.093206
84,The Rosicrucians by Hargrave Jennings.pdf,../../38. Rosicrucian/The Rosicrucians by Hargrave Jennings.pdf,356.0,"{'format': 'PDF 1.5', 'title': 'The Rosicrucian: or, Curious things of the outside world', 'author': 'Jennings, Hargrave, 1817?-1890', 'subject': '', 'keywords': 'http://www.archive.org/details/rosicrucianorcur00jenn', 'creator': 'Digitized by the Internet Archive', 'producer': 'Recoded by LuraDocument PDF v2.28', 'creationDate': 'D:20100116010230Z', 'modDate': ""D:20100116013645Z00'00'"", 'trapped': '', 'encryption': None}",2021-06-02 17:42:02,,0 days 00:15:21.219982
85,The Technique of the Master 1932 First Edition with dust jacket.pdf,../../38. Rosicrucian/The Technique of the Master 1932 First Edition with dust jacket.pdf,100.0,"{'format': 'PDF 1.5', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': '', 'producer': 'ABBYY FineReader 11', 'creationDate': 'D:20130626031252Z', 'modDate': 'D:20130626031252Z', 'trapped': '', 'encryption': None}",2021-06-02 17:57:24,,0 days 00:09:53.316600
86,Whisperings of Self.pdf,../../38. Rosicrucian/Whisperings of Self.pdf,102.0,"{'format': 'PDF 1.5', 'title': '', 'author': '', 'subject': '', 'keywords': '', 'creator': '', 'producer': 'ABBYY FineReader 12', 'creationDate': 'D:20141006125242Z', 'modDate': 'D:20141006125242Z', 'trapped': '', 'encryption': None}",2021-06-02 18:07:17,,0 days 00:03:59.938589
